arabinose_transporters	galactose_transporters	glucose_transporters	lactose_transporters	mannitol_transporters	mannose_transporters	polysia_transporters	sia_transporters	ribose_transporters	sucrose_transporters
		A0A4P6VSX1				A0A2A3L5F4			
		A0A4P6WMQ5				A0A2A3LLH7			
		A0A4P6WTT2				A0A2A3M7E2			
		A0A4P6YRE3				A0A2A3MU93			
		A0A4P6YTH6				A0A2A3U6E3			
		A0A4P6YVD1				A0A2A3U8U5			
		A0A4P6YVG9				A0A2A3UBG3			
		A0A4P7CHI5				A0A2A3UFH3			
		A0A4P7DCM2				A0A2A3VJL6			
		A0A4P7DJW0				A0A2A3X4S3			
		A0A4P7GWS0				A0A2A3XHU4			
		A0A4P7J6Z9				A0A2A3XQH0			
		A0A4P7M8V8				A0A2A3XX22			
		A0A4P7TJU5				A0A2A3YA16			
		A0A4P7WMP8				A0A2A3YHH4			
		A0A4P8EW03				A0A2A3YNX8			
		A0A4P8GX93				A0A2A3Z3D9			
		A0A4P8KBC6				A0A2A3ZAC1			
		A0A4P8KBE6				A0A2A3ZM72			
		A0A4P8KGC4				A0A2A4AJT6			
		A0A4P8KJR8				A0A2A4AKK7			
		A0A4P8KJR9				A0A2A4B625			
		A0A4P8KKG2				A0A2A4C9T0			
		A0A4P8QL93				A0A2A4CA73			
		A0A4P8R0F6				A0A2A4CMH2			
		A0A4P8R109				A0A2A4DK74			
		A0A4P8SG85				A0A2A4E9Q8			
		A0A4P8SKK1				A0A2A4EB41			
		A0A4P8SL80				A0A2A4ENA6			
		A0A4P8SN14				A0A2A4EVP7			
		A0A4P8YCJ0				A0A2A4EXV5			
		A0A4P9CF28				A0A2A4F8W1			
		A0A4P9EC96				A0A2A4FWR7			
		A0A4P9ECT9				A0A2A4GGT8			
		A0A4P9F073				A0A2A4GWV3			
		A0A4P9T6B3				A0A2A4GYP1			
		A0A4P9TC39				A0A2A4H9A5			
		A0A4P9TC44				A0A2A4HEN9			
		A0A4Q0V4P6				A0A2A4HFT7			
		A0A4Q0VBD1				A0A2A4KF82			
		A0A4Q0VLV3				A0A2A4KH12			
		A0A4Q0VVF6				A0A2A4L4R1			
		A0A4Q0YR27				A0A2A4LVM5			
		A0A4Q1C5Q1				A0A2A4MRE4			
		A0A4Q1KRY2				A0A2A4MTS1			
		A0A4Q1QEB9				A0A2A4NUJ6			
		A0A4Q1QS91				A0A2A4PQ91			
		A0A4Q1QSB1				A0A2A4QEZ9			
		A0A4Q1RZ64				A0A2A4QG03			
		A0A4Q1TPP2				A0A2A4RLE7			
		A0A4Q1ZST9				A0A2A4TB58			
		A0A4Q2AWQ9				A0A2A4U9G0			
		A0A4Q2AXJ9				A0A2A4UH80			
		A0A4Q2E9T5				A0A2A4V2F5			
		A0A4Q2KWN1				A0A2A4X3H9			
		A0A4Q2LQ56				A0A2A4X580			
		A0A4Q2R1W9				A0A2A4Z313			
		A0A4Q2R363				A0A2A4ZJS2			
		A0A4Q2RXG7				A0A2A5ADV5			
		A0A4Q2S061				A0A2A5AFE2			
		A0A4Q2SA96				A0A2A5B849			
		A0A4Q2X5W4				A0A2A5C2T3			
		A0A4Q2XCZ8				A0A2A5C3A9			
		A0A4Q2XEI6				A0A2A5DEY2			
		A0A4Q2XWB6				A0A2A5DFV1			
		A0A4Q2Z520				A0A2A5DUD5			
		A0A4Q3C1V4				A0A2A5ECD5			
		A0A4Q3U7H5				A0A2A5EH60			
		A0A4Q4ADV9				A0A2A5EWP2			
		A0A4Q4BPZ6				A0A2A5FH55			
		A0A4Q4LBP2				A0A2A5FMM8			
		A0A4Q4ZF20				A0A2A5FTH7			
		A0A4Q5A5Y6				A0A2A5GAH7			
		A0A4Q5AAH6				A0A2A5GKL9			
		A0A4Q5AGF5				A0A2A5HJI8			
		A0A4Q5AJU6				A0A2A5IS96			
		A0A4Q5ASS5				A0A2A5IYE4			
		A0A4Q5EU50				A0A2A5KK59			
		A0A4Q5GN02				A0A2A5LYX2			
		A0A4Q5J072				A0A2A5M8L2			
		A0A4Q5QHR2				A0A2A5MS07			
		A0A4Q6E6Z3				A0A2A5NVJ6			
		A0A4Q6IR19				A0A2A5NVW4			
		A0A4Q6VCG2				A0A2A5QEM2			
		A0A4Q7CK11				A0A2A5RLE1			
		A0A4Q7CLY0				A0A2A5RZF8			
		A0A4Q7D5G5				A0A2A5S0B8			
		A0A4Q7DNB8				A0A2A5S1Z2			
		A0A4Q7DTJ0				A0A2A5SKD7			
		A0A4Q7DUV3				A0A2A5SSL7			
		A0A4Q7DWP1				A0A2A6DFZ1			
		A0A4Q7IX96				A0A2A6DXD3			
		A0A4Q7JEA1				A0A2A6F6E2			
		A0A4Q8MX98				A0A2A6FR47			
		A0A4Q8MY41				A0A2A6FSV9			
		A0A4Q8PD83				A0A2A6HJV5			
		A0A4Q8PFR7				A0A2A6HK80			
		A0A4Q8PI92				A0A2A6I8Z3			
		A0A4Q8TTF9				A0A2A6IJI9			
		A0A4Q8TTH5				A0A2A6J823			
		A0A4Q8TWJ1				A0A2A6J9V3			
		A0A4Q8TWK8				A0A2A6K053			
		A0A4Q8UIW3				A0A2A6KDN8			
		A0A4Q8UJM1				A0A2A6LGV1			
		A0A4Q8ULC7				A0A2A6M6X1			
		A0A4Q8WPE8				A0A2A6MD72			
		A0A4Q8WRH0				A0A2A6NFT6			
		A0A4Q8WRI1				A0A2A6P499			
		A0A4Q9D046				A0A2A6PK33			
		A0A4Q9EP51				A0A2A6PR50			
		A0A4Q9GCQ7				A0A2A6RMH2			
		A0A4Q9HLL4				A0A2A6ZIK5			
		A0A4Q9V1X7				A0A2A6ZSB3			
		A0A4Q9V2A8				A0A2A7A122			
		A0A4Q9WC88				A0A2A7AEM7			
		A0A4Q9XXW4				A0A2A7ASY3			
		A0A4Q9Y005				A0A2A7B933			
		A0A4Q9Y4Y0				A0A2A7DFT7			
		A0A4R0FXC9				A0A2A7E863			
		A0A4R0G805				A0A2A7HVU6			
		A0A4R0GCU3				A0A2A7N4G7			
		A0A4R0HTA9				A0A2A7S6T4			
		A0A4R0I261				A0A2A7S770			
		A0A4R0XNZ7				A0A2A7S7F5			
		A0A4R0XP16				A0A2A7UJJ3			
		A0A4R0XQF5				A0A2A7WZR4			
		A0A4R0XSK4				A0A2A8BV25			
		A0A4R0Z0E6				A0A2A8D7T0			
		A0A4R0Z7C6				A0A2A8HXP4			
		A0A4R0Z7W2				A0A2A8LHL8			
		A0A4R0ZBK9				A0A2A8XX00			
		A0A4R0ZCQ7				A0A2A9CLB3			
		A0A4R0ZLJ9				A0A2A9CMD7			
		A0A4R0ZMK6				A0A2A9CW06			
		A0A4R0ZMT2				A0A2A9CW48			
		A0A4R0ZP41				A0A2A9D102			
		A0A4R0ZQ48				A0A2A9DNG3			
		A0A4R0ZRL3				A0A2A9DNI8			
		A0A4R0ZWW2				A0A2A9DY71			
		A0A4R1AT33				A0A2A9DZR6			
		A0A4R1B4A9				A0A2A9E002			
		A0A4R1B636				A0A2A9E096			
		A0A4R1DHI1				A0A2A9E0P7			
		A0A4R2JL41				A0A2A9EGF9			
		A0A4R3BIR4				A0A2A9EHY4			
		A0A4R3M8B7				A0A2A9F0N0			
		A0A4R3T7S1				A0A2A9F0P4			
		A0A4R3ZFD3				A0A2A9FA41			
		A0A4R4E408				A0A2A9GQ95			
		A0A4R4JHB5				A0A2A9H2C7			
		A0A4R4JIJ9				A0A2A9HAT0			
		A0A4R4K3S7				A0A2A9IS74			
		A0A4R4LFA0				A0A2A9K1M8			
		A0A4R4MPS5				A0A2A9KBJ1			
		A0A4R4NIP3				A0A2A9LU24			
		A0A4R4NQM0				A0A2A9LUI0			
		A0A4R4RAC4				A0A2B0M8Q5			
		A0A4R4RVU2				A0A2B0W6U4			
		A0A4R4SU38				A0A2B1KIC0			
		A0A4R4U966				A0A2B2BTI7			
		A0A4R4UN26				A0A2B3U409			
		A0A4R4USC5				A0A2B4F6P3			
		A0A4R4VKM7				A0A2B5V003			
		A0A4R4VRI6				A0A2B6CCI5			
		A0A4R4WF62				A0A2B6RZG9			
		A0A4R4XZM1				A0A2B8AQH7			
		A0A4R4XZZ9				A0A2B8BP90			
		A0A4R4Y1H2				A0A2B8J8A7			
		A0A4R5A9F7				A0A2C0ZFS1			
		A0A4R5AB77				A0A2C1DK48			
		A0A4R5BBV6				A0A2C2V890			
		A0A4R5BP57				A0A2C5PYL0			
		A0A4R5F2A4				A0A2C5W610			
		A0A4R5HFA0				A0A2C5WA97			
		A0A4R5K585				A0A2C6CUZ3			
		A0A4R5K8Y1				A0A2C6CWZ8			
		A0A4R5KMU6				A0A2C6DHM0			
		A0A4R5KVJ9				A0A2C6MEL6			
		A0A4R5NCX2				A0A2C6WRS6			
		A0A4R5NEY8				A0A2C7AA01			
		A0A4R5VL43				A0A2C7AAV4			
		A0A4R5VYV2				A0A2C7YU29			
		A0A4R5WL45				A0A2C8EMX0			
		A0A4R5X427				A0A2C8FC07			
		A0A4R5XBZ0				A0A2C8X770			
		A0A4R5XC61				A0A2C8XIV3			
		A0A4R5XP72				A0A2C8Y6I6			
		A0A4R5XYF7				A0A2C8ZIX4			
		A0A4R5Y7D1				A0A2C9CBT8			
		A0A4R5ZJL5				A0A2C9D0R2			
		A0A4R6BJG9				A0A2C9D2P8			
		A0A4R6BUD7				A0A2C9EJF7			
		A0A4R6BWL3				A0A2C9EJP2			
		A0A4R6BZM3				A0A2C9P280			
		A0A4R6CAX4				A0A2C9SRQ8			
		A0A4R6M7Q5				A0A2C9XZJ1			
		A0A4R6X5B6				A0A2C9ZJI7			
		A0A4R6ZEY9				A0A2C9ZMP1			
		A0A4R6ZVB1				A0A2D0AIZ7			
		A0A4R7CY11				A0A2D0B1R5			
		A0A4R7G2Q6				A0A2D0HI98			
		A0A4R7K5T0				A0A2D0KT78			
		A0A4R7LX42				A0A2D0ND64			
		A0A4R8IYL3				A0A2D1I8L1			
		A0A4R8R757				A0A2D1ICE4			
		A0A4R8SSX5				A0A2D1INK6			
		A0A4R8W6P7				A0A2D2C5I5			
		A0A4R8WDU5				A0A2D2C6A3			
		A0A4R8WFP3				A0A2D2CYK3			
		A0A4R8X0H5				A0A2D2D3G7			
		A0A4R8XF13				A0A2D2D4H0			
		A0A4R8XSR3				A0A2D2DK65			
		A0A4R8XZT6				A0A2D2DV70			
		A0A4R9AFK7				A0A2D2H895			
		A0A4R9B5P2				A0A2D2H8M6			
		A0A4R9BLS8				A0A2D2M9W1			
		A0A4R9BNX7				A0A2D2RAA6			
		A0A4R9C140				A0A2D3D4M0			
		A0A4R9C1I5				A0A2D3PQL3			
		A0A4R9CLS3				A0A2D3PXE7			
		A0A4R9EJ46				A0A2D3T2F4			
		A0A4R9VDR5				A0A2D3TCZ6			
		A0A4S0LS47				A0A2D3VTV6			
		A0A4S0LUN0				A0A2D4DP29			
		A0A4S0M1M4				A0A2D4SQY1			
		A0A4S2A8F7				A0A2D4TDD8			
		A0A4S2ACH9				A0A2D4WL24			
		A0A4S2C3W6				A0A2D4WL40			
		A0A4S2C4G7				A0A2D4XI13			
		A0A4S2C7P9				A0A2D4Y0V4			
		A0A4S2DHJ8				A0A2D4YA53			
		A0A4S2DIN4				A0A2D5AAI7			
		A0A4S2DJQ4				A0A2D5B1C6			
		A0A4S2DM43				A0A2D5BCC4			
		A0A4S2E8M2				A0A2D5BSR3			
		A0A4S2E9C2				A0A2D5BU84			
		A0A4S2ED00				A0A2D5ELJ1			
		A0A4S2EF32				A0A2D5FFX6			
		A0A4S2EFH3				A0A2D5GC52			
		A0A4S2ER77				A0A2D5GR68			
		A0A4S2ET82				A0A2D5I1I8			
		A0A4S2ET97				A0A2D5JAA6			
		A0A4S2EWX8				A0A2D5KDM4			
		A0A4S2F271				A0A2D5LH59			
		A0A4S2F347				A0A2D5TFX8			
		A0A4S2F367				A0A2D5V350			
		A0A4S2F9E7				A0A2D5W8N1			
		A0A4S2HCY5				A0A2D5WB37			
		A0A4S2IS21				A0A2D5XMH0			
		A0A4S2J8X8				A0A2D5XP84			
		A0A4S2PZE7				A0A2D5YYH8			
		A0A4S2Q3P6				A0A2D5Z691			
		A0A4S2R1P3				A0A2D5Z9A1			
		A0A4S2RH34				A0A2D6A3C6			
		A0A4S2RH50				A0A2D6BN97			
		A0A4S2RI87				A0A2D6DQW8			
		A0A4S2TFN3				A0A2D6EI93			
		A0A4S2TJ28				A0A2D6HEC7			
		A0A4S2TWS3				A0A2D6HHP7			
		A0A4S2U8N1				A0A2D6JMC6			
		A0A4S2UNS3				A0A2D6JMM8			
		A0A4S2UTF4				A0A2D6JX88			
		A0A4S2VEP2				A0A2D6L3C9			
		A0A4S3GAI7				A0A2D6N7X1			
		A0A4S3LQV8				A0A2D6N8H2			
		A0A4S3PMT3				A0A2D6N908			
		A0A4S4BI23				A0A2D6NUG2			
		A0A4S4BII8				A0A2D6PQ92			
		A0A4S4BVB2				A0A2D6QYL7			
		A0A4S4BY94				A0A2D6UAK9			
		A0A4S4C562				A0A2D6UEE7			
		A0A4S4C6A4				A0A2D6VG73			
		A0A4S4FDB1				A0A2D6VI82			
		A0A4S4HI66				A0A2D6YTX8			
		A0A4S4HNR6				A0A2D7AZN6			
		A0A4S4HW33				A0A2D7DH20			
		A0A4S4Y1E4				A0A2D7GQ89			
		A0A4S5BE42				A0A2D7GYE6			
		A0A4S8RXM0				A0A2D7HWL3			
		A0A4T2H9H0				A0A2D7I5C6			
		A0A4U0FFY6				A0A2D7IJK4			
		A0A4U0MTW8				A0A2D7IT33			
		A0A4U0Q7C0				A0A2D7IYR7			
		A0A4U0SL52				A0A2D7JLN8			
		A0A4U0SPD8				A0A2D7K5H5			
		A0A4U0ZK95				A0A2D7KEW9			
		A0A4U1BEV9				A0A2D7PQ84			
		A0A4U1BI75				A0A2D7PS11			
		A0A4U1BIQ2				A0A2D7T2S5			
		A0A4U1BRC3				A0A2D7UWX5			
		A0A4U1CXN6				A0A2D7VV95			
		A0A4U1CXU7				A0A2D7X7G2			
		A0A4U1CY23				A0A2D7XTV3			
		A0A4U1D143				A0A2D7Z3U2			
		A0A4U1D478				A0A2D7ZGE4			
		A0A4U1MN83				A0A2D8BA85			
		A0A4U1VM08				A0A2D8BEQ6			
		A0A4U1YI35				A0A2D8BSV9			
		A0A4U2CNW9				A0A2D8C6G5			
		A0A4U2CW83				A0A2D8D4F3			
		A0A4U2EES7				A0A2D8EQS8			
		A0A4U2ELD7				A0A2D8FBG3			
		A0A4U2PQV5				A0A2D8FNW7			
		A0A4U2PWS0				A0A2D8GBD8			
		A0A4U2Q6N7				A0A2D8GEG4			
		A0A4U2YCG1				A0A2D8GH01			
		A0A4U3A3R2				A0A2D8HNG7			
		A0A4U3B5U2				A0A2D8I1L8			
		A0A4U3FM80				A0A2D8ITM9			
		A0A4U3I279				A0A2D8KW83			
		A0A4U3JY59				A0A2D8LGY8			
		A0A4U3KHT6				A0A2D8LXF1			
		A0A4U3MIG2				A0A2D8MJG1			
		A0A4U4EE96				A0A2D8NL20			
		A0A4U4EF37				A0A2D8PBQ4			
		A0A4U4EJQ6				A0A2D8PD29			
		A0A4U5WYG0				A0A2D8QP27			
		A0A4U6GPY8				A0A2D8RFC7			
		A0A4U6HB99				A0A2D8RQF0			
		A0A4U6HHY5				A0A2D8T9K2			
		A0A4U6LRE7				A0A2D8UFA5			
		A0A4U6MXJ5				A0A2D8UJ35			
		A0A4U6MYT3				A0A2D8V3C2			
		A0A4U6N7N1				A0A2D8V3C3			
		A0A4U7KER9				A0A2D8VCN7			
		A0A4U7KIR3				A0A2D8VFL2			
		A0A4U7ZXP3				A0A2D8X2B0			
		A0A4U8IX41				A0A2D8YHG7			
		A0A4U8JDF7				A0A2D8ZVE1			
		A0A4U9DF84				A0A2D9C360			
		A0A4U9HG99				A0A2D9CUC4			
		A0A4U9HGC7				A0A2D9DFF7			
		A0A4U9HWH5				A0A2D9DMQ1			
		A0A4V0AT70				A0A2D9DVF9			
		A0A4V0WPW6				A0A2D9H0D4			
		A0A4V0WXH0				A0A2D9HUS9			
		A0A4V1AIE1				A0A2D9M498			
		A0A4V1AIW2				A0A2D9Q6N9			
		A0A4V1BFT7				A0A2D9RCV9			
		A0A4V1BQG9				A0A2D9S171			
		A0A4V1C1B3				A0A2D9SY47			
		A0A4V1CMT5				A0A2D9XEB0			
		A0A4V1FG82				A0A2D9YAA3			
		A0A4V1G888				A0A2E0A3C6			
		A0A4V1K0V1				A0A2E0A3M1			
		A0A4V1N5K8				A0A2E0EFC8			
		A0A4V1NSQ3				A0A2E0GP45			
		A0A4V1NTF5				A0A2E0JE79			
		A0A4V1P2B0				A0A2E0JHR5			
		A0A4V1QXF4				A0A2E0KXA3			
		A0A4V1QZL3				A0A2E0LJA2			
		A0A4V1RHP5				A0A2E0LXW0			
		A0A4V1VMF1				A0A2E0N3G5			
		A0A4V1Y1N4				A0A2E0PUZ3			
		A0A4V1Z8B8				A0A2E0QV86			
		A0A4V1ZHK6				A0A2E0QZA9			
		A0A4V2IEB4				A0A2E0R224			
		A0A4V2IFL8				A0A2E0RXD1			
		A0A4V2J474				A0A2E0RXE1			
		A0A4V2NMV4				A0A2E0SPA3			
		A0A4V2NPS1				A0A2E0STN0			
		A0A4V2WPH9				A0A2E0SU56			
		A0A4V2Z2I4				A0A2E0SYM7			
		A0A4V2Z7E4				A0A2E0TFA6			
		A0A4V2ZSC4				A0A2E0U624			
		A0A4V3A2S6				A0A2E0U6U5			
		A0A4V3AX00				A0A2E0UFB1			
		A0A4V3B0X9				A0A2E0UK83			
		A0A4V3BDI1				A0A2E0US25			
		A0A4V3BG43				A0A2E0UT59			
		A0A4V3IWT6				A0A2E0UTI6			
		A0A4V3RL42				A0A2E0UTJ5			
		A0A4V3RNG6				A0A2E0UZR4			
		A0A4V3RPB3				A0A2E0VKE6			
		A0A4V3SQF0				A0A2E0VV59			
		A0A4V3SUN0				A0A2E0VWR3			
		A0A4V3W3K5				A0A2E0XWB3			
		A0A4V4GIG8				A0A2E0YR43			
		A0A4V5TYY3				A0A2E0YZC0			
		A0A4V6AVG0				A0A2E0ZC65			
		A0A4V6MKK9				A0A2E0ZFL2			
		A0A4Y1ZD61				A0A2E0ZG21			
		A0A4Y3HRL2				A0A2E1AHA7			
		A0A4Y3IJ59				A0A2E1CAV3			
		A0A4Y3JM34				A0A2E1CBS8			
		A0A4Y3KDS8				A0A2E1CZU0			
		A0A4Y3KIL7				A0A2E1H902			
		A0A4Y3KRR0				A0A2E1HCV5			
		A0A4Y3KT23				A0A2E1HH59			
		A0A4Y3PKL2				A0A2E1K055			
		A0A4Y3QJ03				A0A2E1KIE0			
		A0A4Y3QJ19				A0A2E1LUB7			
		A0A4Y3QXG7				A0A2E1M4A5			
		A0A4Y3RXA5				A0A2E1MJ90			
		A0A4Y3RXZ3				A0A2E1NB09			
		A0A4Y3VPM2				A0A2E1NB16			
		A0A4Y4DYE2				A0A2E1NEZ2			
		A0A4Y4DZA4				A0A2E1NFX5			
		A0A4Y4G0Y0				A0A2E1NSR5			
		A0A4Y4G7E7				A0A2E1RI66			
		A0A4Y4KCY2				A0A2E1TMU1			
		A0A4Y5YE31				A0A2E1U752			
		A0A4Y5YH36				A0A2E1VYM0			
		A0A4Y6F1W4				A0A2E1W7E6			
		A0A4Y6F538				A0A2E1WAN3			
		A0A4Y6I5P6				A0A2E1WIJ3			
		A0A4Y6I6M5				A0A2E1WMJ4			
		A0A4Y6IBB4				A0A2E1XJK5			
		A0A4Y6IW95				A0A2E1XKN2			
		A0A4Y6IZF4				A0A2E2A1Y2			
		A0A4Y6J296				A0A2E2B0U7			
		A0A4Y6MB06				A0A2E2BZS9			
		A0A4Y6MGQ0				A0A2E2EQI7			
		A0A4Y6N771				A0A2E2FFK7			
		A0A4Y6QNX4				A0A2E2FNV6			
		A0A4Y6R6V0				A0A2E2IQJ8			
		A0A4Y6UTT2				A0A2E2J309			
		A0A4Y7QPG3				A0A2E2JS67			
		A0A4Y7QWD9				A0A2E2K5Q2			
		A0A4Y7R3B8				A0A2E2L5L1			
		A0A4Y7WJ45				A0A2E2L7P1			
		A0A4Y7WUJ0				A0A2E2MCD9			
		A0A4Y7ZPN9				A0A2E2N3V1			
		A0A4Y7ZZV5				A0A2E2N3W2			
		A0A4Y8JK39				A0A2E2N5I1			
		A0A4Y8JK49				A0A2E2PJU0			
		A0A4Y8LJ13				A0A2E2PZ98			
		A0A4Y8LJU3				A0A2E2RTB5			
		A0A4Y8M9P8				A0A2E2T9Y5			
		A0A4Y8NUT3				A0A2E2TYV1			
		A0A4Y8PTM3				A0A2E2U8J7			
		A0A4Y8R3A4				A0A2E2VR60			
		A0A4Y8T4F9				A0A2E2W764			
		A0A4Y8UYL0				A0A2E2WSK2			
		A0A4Y8WCW8				A0A2E2WYG2			
		A0A4Y8XUX5				A0A2E3AJP5			
		A0A4Y8YR97				A0A2E3AUR3			
		A0A4Y9A8G4				A0A2E3CR24			
		A0A4Y9A8P6				A0A2E3D8B0			
		A0A4Y9A8Q1				A0A2E3DV96			
		A0A4Y9ABG4				A0A2E3FIZ2			
		A0A4Y9F3M6				A0A2E3GQ77			
		A0A4Y9JW48				A0A2E3GQH7			
		A0A4Y9K798				A0A2E3GZH3			
		A0A4Y9MK27				A0A2E3H375			
		A0A4Y9MYM5				A0A2E3IM59			
		A0A4Y9NW22				A0A2E3IM62			
		A0A4Y9T6S0				A0A2E3IMN2			
		A0A4Z0AIZ1				A0A2E3JBH0			
		A0A4Z0AUG5				A0A2E3PJV7			
		A0A4Z0D255				A0A2E3PTM6			
		A0A4Z0D4S6				A0A2E3QJQ9			
		A0A4Z0D8B1				A0A2E3RD32			
		A0A4Z0D8D9				A0A2E3RDJ8			
		A0A4Z0DA39				A0A2E3SML5			
		A0A4Z0DTR9				A0A2E3SUM6			
		A0A4Z0GJZ5				A0A2E3U4C6			
		A0A4Z0GN34				A0A2E3UHG7			
		A0A4Z0GPR8				A0A2E3VY79			
		A0A4Z0GY71				A0A2E3WDG8			
		A0A4Z0GZK2				A0A2E3XF79			
		A0A4Z0H7P8				A0A2E3XM99			
		A0A4Z0HIJ1				A0A2E3ZEB7			
		A0A4Z0HMB3				A0A2E3ZPD5			
		A0A4Z0HQ11				A0A2E3ZSA8			
		A0A4Z0J136				A0A2E4AJ08			
		A0A4Z0J421				A0A2E4C8C5			
		A0A4Z0JAW2				A0A2E4CTT3			
		A0A4Z0JR73				A0A2E4D0H0			
		A0A4Z0K7M4				A0A2E4D1X9			
		A0A4Z0KDA9				A0A2E4EE29			
		A0A4Z0LDL7				A0A2E4GPW3			
		A0A4Z0MG79				A0A2E4HEV2			
		A0A4Z0MXL3				A0A2E4HLJ8			
		A0A4Z0MYD4				A0A2E4IKU4			
		A0A4Z0N0N2				A0A2E4IXL8			
		A0A4Z0PG57				A0A2E4JH50			
		A0A4Z0R931				A0A2E4JXT6			
		A0A4Z0RMU8				A0A2E4LHB7			
		A0A4Z0RMV8				A0A2E4STJ4			
		A0A4Z0RWJ9				A0A2E4STM1			
		A0A4Z0S2K4				A0A2E4UTY4			
		A0A4Z1BJ12				A0A2E4V2J7			
		A0A4Z1C4M3				A0A2E4W4I9			
		A0A4Z1CVX3				A0A2E4WM27			
		A0A4Z1DD56				A0A2E4X3I4			
		A0A4Z8YBA1				A0A2E4X8D4			
		A0A4Z8YKA7				A0A2E4XL02			
		A0A4Z8Z6I8				A0A2E4YSL0			
		A0A501X4Q9				A0A2E4Z4L6			
		A0A501X9Q1				A0A2E4ZZR0			
		A0A501XVD8				A0A2E4ZZS4			
		A0A501XZ81				A0A2E5BQ99			
		A0A502E5H9				A0A2E5C2Z7			
		A0A502EE82				A0A2E5C9P1			
		A0A502GMZ1				A0A2E5CV57			
		A0A502GNE4				A0A2E5E265			
		A0A502GQE7				A0A2E5ECZ3			
		A0A502HP87				A0A2E5FAZ8			
		A0A502IN69				A0A2E5FG43			
		A0A502J0J0				A0A2E5FL32			
		A0A502JG00				A0A2E5FMF0			
		A0A502JQ53				A0A2E5G2G4			
		A0A502KI88				A0A2E5GRI2			
		A0A505DPX7				A0A2E5H0M2			
		A0A505IIL8				A0A2E5I432			
		A0A505IW02				A0A2E5I4P1			
		A0A505IWM3				A0A2E5IXM3			
		A0A505IWX7				A0A2E5JFH8			
		A0A505IZ80				A0A2E5LAX2			
		A0A505MHB7				A0A2E5M9H9			
		A0A506PZ86				A0A2E5NRS8			
		A0A506QG43				A0A2E5NSS1			
		A0A506V187				A0A2E5NZQ5			
		A0A506V9Q9				A0A2E5P002			
		A0A507SMB6				A0A2E5PPX5			
		A0A508A2K9				A0A2E5PQ04			
		A0A508A464				A0A2E5R4C0			
		A0A508BNS7				A0A2E5RLF1			
		A0A508YHG6				A0A2E5V5P7			
		A0A508YUC3				A0A2E5VPY2			
		A0A508YVE5				A0A2E5VVM7			
		A0A508YVF4				A0A2E5VX11			
		A0A508Z029				A0A2E5X3V9			
		A0A508Z4I1				A0A2E5X425			
		A0A509CN00				A0A2E5XXA4			
		A0A509CN38				A0A2E5XXL2			
		A0A509ME29				A0A2E5Y1G2			
		A0A510IEL5				A0A2E5YEZ6			
		A0A510JAY3				A0A2E5YP69			
		A0A510TMJ5				A0A2E6A2F6			
		A0A510TU38				A0A2E6APT2			
		A0A510UNY7				A0A2E6BGT2			
		A0A510V1T4				A0A2E6BRX9			
		A0A510V672				A0A2E6D684			
		A0A510V691				A0A2E6DG84			
		A0A510WF35				A0A2E6DRK7			
		A0A510WR05				A0A2E6E866			
		A0A510X466				A0A2E6EBL2			
		A0A511ARM1				A0A2E6F9H1			
		A0A511FAZ0				A0A2E6GI33			
		A0A511H161				A0A2E6GWA9			
		A0A511J1Y2				A0A2E6IQ64			
		A0A511JD18				A0A2E6J2A0			
		A0A511JN02				A0A2E6J709			
		A0A511JN52				A0A2E6JFB3			
		A0A511JPL5				A0A2E6LM21			
		A0A511MLP5				A0A2E6NFC5			
		A0A511QBM7				A0A2E6P353			
		A0A511QG98				A0A2E6QCI3			
		A0A511QMR9				A0A2E6QM82			
		A0A511WQG3				A0A2E6RHW9			
		A0A511WQL2				A0A2E6SF55			
		A0A511WWR3				A0A2E6SYR0			
		A0A511WZM3				A0A2E6TEQ0			
		A0A511X247				A0A2E6TH64			
		A0A511X422				A0A2E6TLY9			
		A0A511XNV1				A0A2E6TNA2			
		A0A511Y0W3				A0A2E6UR04			
		A0A511YW51				A0A2E6VCG2			
		A0A511YW83				A0A2E6VNQ3			
		A0A511ZHQ2				A0A2E6Y0C1			
		A0A512DC16				A0A2E6YM06			
		A0A512DC27				A0A2E6ZEX2			
		A0A512PB11				A0A2E6ZT97			
		A0A512PSK8				A0A2E7A4J9			
		A0A512PVF0				A0A2E7BGY2			
		A0A512PVL6				A0A2E7C3U2			
		A0A512TT88				A0A2E7CJG6			
		A0A514LLN2				A0A2E7CQV6			
		A0A514V8G8				A0A2E7D5V7			
		A0A514Z7S8				A0A2E7DFM2			
		A0A515CWJ5				A0A2E7E854			
		A0A515Y3P4				A0A2E7F3E1			
		A0A516GGE2				A0A2E7IL48			
		A0A516GHN8				A0A2E7K3I4			
		A0A516GJ73				A0A2E7KXQ7			
		A0A516KDD8				A0A2E7LM26			
		A0A516NMI4				A0A2E7M8C7			
		A0A516QL02				A0A2E7MPX6			
		A0A516QVM6				A0A2E7NH72			
		A0A516R3W1				A0A2E7P0Y3			
		A0A516WL97				A0A2E7PZM0			
		A0A516WSQ2				A0A2E7Q984			
		A0A517IDA5				A0A2E7QRT0			
		A0A518VBD5				A0A2E7S791			
		A0A518X899				A0A2E7T5H8			
		A0A518XEJ9				A0A2E7TC45			
		A0A518XGK9				A0A2E7TS31			
		A0A519GYM1				A0A2E7TSH0			
		A0A519PP26				A0A2E7ULJ7			
