##  See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
#assembly_accession	bioproject	biosample	taxid	species_taxid	organism_name	infraspecific_name	version_status	assembly_level	ftp_path	genome_size	genome_size_ungapped	gc_percent	total_gene_count	protein_coding_gene_count
GCA_022405335.1	PRJNA626345	SAMN15567931	1280	1280	Staphylococcus aureus	strain=NAS_AN_130	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/335/GCA_022405335.1_ASM2240533v1	2754396	2754396	33.000000	2678	2534
GCA_022405355.1	PRJNA626345	SAMN15567930	1280	1280	Staphylococcus aureus	strain=NAS_AN_123	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/355/GCA_022405355.1_ASM2240535v1	2950572	2950572	33.000000	2986	2821
GCA_022405435.1	PRJNA626345	SAMN15567923	1280	1280	Staphylococcus aureus	strain=NAS_AN_099	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/435/GCA_022405435.1_ASM2240543v1	2755455	2755455	33.000000	2706	2568
GCA_022405455.1	PRJNA626345	SAMN15567920	1280	1280	Staphylococcus aureus	strain=NAS_AN_079	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/455/GCA_022405455.1_ASM2240545v1	2801355	2801355	33.000000	2789	2648
GCA_022405535.1	PRJNA626345	SAMN15567915	1280	1280	Staphylococcus aureus	strain=NAS_AN_047	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/535/GCA_022405535.1_ASM2240553v1	2750046	2750046	33.000000	2707	2574
GCA_022405555.1	PRJNA626345	SAMN15567914	1280	1280	Staphylococcus aureus	strain=NAS_AN_044	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/555/GCA_022405555.1_ASM2240555v1	2765666	2765666	33.000000	2724	2584
GCA_022405655.1	PRJNA626345	SAMN15567998	1280	1280	Staphylococcus aureus	strain=NAS_OP_154	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/655/GCA_022405655.1_ASM2240565v1	2709761	2709761	33.000000	2664	2532
GCA_022405755.1	PRJNA626345	SAMN15567987	1280	1280	Staphylococcus aureus	strain=NAS_OP_098	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/755/GCA_022405755.1_ASM2240575v1	2791157	2791157	33.000000	2778	2633
GCA_022405855.1	PRJNA626345	SAMN15567970	1280	1280	Staphylococcus aureus	strain=NAS_NP_198	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/855/GCA_022405855.1_ASM2240585v1	2717651	2717651	33.000000	2664	2528
GCA_022405955.1	PRJNA626345	SAMN15567945	1280	1280	Staphylococcus aureus	strain=NAS_AN_204	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/955/GCA_022405955.1_ASM2240595v1	2766319	2766319	33.000000	2750	2610
GCA_022406055.1	PRJNA626345	SAMN15567936	1280	1280	Staphylococcus aureus	strain=NAS_AN_149	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/055/GCA_022406055.1_ASM2240605v1	2746529	2746529	33.000000	2701	2570
GCA_022369695.1	PRJNA626345	SAMN15567992	1280	1280	Staphylococcus aureus	strain=NAS_OP_132	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/369/695/GCA_022369695.1_ASM2236969v1	2768180	2768180	33.000000	2741	2593
GCA_022226995.1	PRJNA799058	SAMN25144899	1280	1280	Staphylococcus aureus	strain=USA300	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/226/995/GCA_022226995.1_ASM2222699v1	2833317	2833317	33.000000	2695	2613
GCA_022406435.1	PRJNA626345	SAMN15567910	1280	1280	Staphylococcus aureus	strain=NAS_AN_016	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/435/GCA_022406435.1_ASM2240643v1	2743582	2743582	33.000000	2720	2574
GCA_022406555.1	PRJNA626345	SAMN15567907	1280	1280	Staphylococcus aureus	strain=NAS_AN_003	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/555/GCA_022406555.1_ASM2240655v1	2731025	2731025	33.000000	2701	2552
GCA_022406675.1	PRJNA655524	SAMN15742187	1280	1280	Staphylococcus aureus	strain=2868B2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/675/GCA_022406675.1_ASM2240667v1	2923870	2923870	33.000000	2919	2672
GCA_022385275.1	PRJNA792439	SAMN24425091	1280	1280	Staphylococcus aureus	strain=SYN	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/385/275/GCA_022385275.1_ASM2238527v1	2752978	2752978	33.000000	2682	2504
GCA_022369535.1	PRJNA626345	SAMN15567999	1280	1280	Staphylococcus aureus	strain=NAS_OP_163	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/369/535/GCA_022369535.1_ASM2236953v1	2816536	2816536	33.000000	2809	2664
GCA_022369595.1	PRJNA626345	SAMN15567993	1280	1280	Staphylococcus aureus	strain=NAS_OP_133	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/369/595/GCA_022369595.1_ASM2236959v1	2896504	2896504	33.000000	2905	2747
GCA_022404615.1	PRJNA626345	SAMN15567984	1280	1280	Staphylococcus aureus	strain=NAS_OP_063	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/615/GCA_022404615.1_ASM2240461v1	2896973	2896973	33.000000	2913	2758
GCA_022404635.1	PRJNA626345	SAMN15567981	1280	1280	Staphylococcus aureus	strain=NAS_OP_043	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/635/GCA_022404635.1_ASM2240463v1	2775445	2775445	33.000000	2736	2576
GCA_022404715.1	PRJNA626345	SAMN15567965	1280	1280	Staphylococcus aureus	strain=NAS_NP_161	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/715/GCA_022404715.1_ASM2240471v1	2748834	2748834	33.000000	2703	2561
GCA_022404735.1	PRJNA626345	SAMN15567962	1280	1280	Staphylococcus aureus	strain=NAS_NP_103	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/735/GCA_022404735.1_ASM2240473v1	2739777	2739777	33.000000	2705	2556
GCA_022405205.1	PRJNA626345	SAMN15567950	1280	1280	Staphylococcus aureus	strain=NAS_AN_233	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/205/GCA_022405205.1_ASM2240520v1	2751661	2751661	33.000000	2714	2572
GCA_022405295.1	PRJNA626345	SAMN15567939	1280	1280	Staphylococcus aureus	strain=NAS_AN_157	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/295/GCA_022405295.1_ASM2240529v1	2776946	2776946	33.000000	2768	2572
GCA_022405395.1	PRJNA626345	SAMN15567928	1280	1280	Staphylococcus aureus	strain=NAS_AN_111	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/395/GCA_022405395.1_ASM2240539v1	2762382	2762382	33.000000	2723	2578
GCA_022405495.1	PRJNA626345	SAMN15567918	1280	1280	Staphylococcus aureus	strain=NAS_AN_068	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/495/GCA_022405495.1_ASM2240549v1	2938847	2938847	33.000000	2938	2766
GCA_022405595.1	PRJNA626345	SAMN15567909	1280	1280	Staphylococcus aureus	strain=NAS_AN_009	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/595/GCA_022405595.1_ASM2240559v1	2821889	2821889	33.000000	2824	2683
GCA_022405795.1	PRJNA626345	SAMN15567982	1280	1280	Staphylococcus aureus	strain=NAS_OP_052	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/795/GCA_022405795.1_ASM2240579v1	2735271	2735271	33.000000	2701	2555
GCA_022405895.1	PRJNA626345	SAMN15567952	1280	1280	Staphylococcus aureus	strain=NAS_AN_247	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/895/GCA_022405895.1_ASM2240589v1	2824979	2824979	33.000000	2806	2658
GCA_022405915.1	PRJNA626345	SAMN15567951	1280	1280	Staphylococcus aureus	strain=NAS_AN_239	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/915/GCA_022405915.1_ASM2240591v1	2736151	2736151	33.000000	2694	2553
GCA_022405995.1	PRJNA626345	SAMN15567941	1280	1280	Staphylococcus aureus	strain=NAS_AN_176	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/995/GCA_022405995.1_ASM2240599v1	2779091	2779091	33.000000	2758	2619
GCA_022406015.1	PRJNA626345	SAMN15567940	1280	1280	Staphylococcus aureus	strain=NAS_AN_175	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/015/GCA_022406015.1_ASM2240601v1	2747195	2747195	33.000000	2696	2565
GCA_022406315.1	PRJNA626345	SAMN15567911	1280	1280	Staphylococcus aureus	strain=NAS_AN_023	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/315/GCA_022406315.1_ASM2240631v1	2741087	2741087	33.000000	2696	2563
GCA_022494545.1	PRJNA783074	SAMN23416073	1280	1280	Staphylococcus aureus	strain=199	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/494/545/GCA_022494545.1_ASM2249454v1	2844011	2844011	33.000000	2861	2714
GCA_022494565.1	PRJNA783074	SAMN23416894	1280	1280	Staphylococcus aureus	strain=697	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/494/565/GCA_022494565.1_ASM2249456v1	2797342	2797342	33.000000	2749	2588
GCA_022406795.1	PRJNA626345	SAMN15567949	1280	1280	Staphylococcus aureus	strain=NAS_AN_212	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/795/GCA_022406795.1_ASM2240679v1	2722082	2722082	33.000000	2652	2510
GCA_022404595.1	PRJNA626345	SAMN15567985	1280	1280	Staphylococcus aureus	strain=NAS_OP_071	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/595/GCA_022404595.1_ASM2240459v1	2800541	2800541	33.000000	2790	2639
GCA_022404695.1	PRJNA626345	SAMN15567966	1280	1280	Staphylococcus aureus	strain=NAS_NP_164	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/695/GCA_022404695.1_ASM2240469v1	2797313	2797313	33.000000	2793	2639
GCA_022405145.1	PRJNA626345	SAMN15567955	1280	1280	Staphylococcus aureus	strain=NAS_AN_260	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/145/GCA_022405145.1_ASM2240514v1	2909026	2909026	33.000000	2907	2765
GCA_022405185.1	PRJNA626345	SAMN15567953	1280	1280	Staphylococcus aureus	strain=NAS_AN_250	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/185/GCA_022405185.1_ASM2240518v1	2746469	2746469	33.000000	2728	2574
GCA_022405275.1	PRJNA626345	SAMN15567943	1280	1280	Staphylococcus aureus	strain=NAS_AN_184	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/275/GCA_022405275.1_ASM2240527v1	2762193	2762193	33.000000	2720	2576
GCA_022405375.1	PRJNA626345	SAMN15567929	1280	1280	Staphylococcus aureus	strain=NAS_AN_115	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/375/GCA_022405375.1_ASM2240537v1	2762193	2762193	33.000000	2720	2576
GCA_022405475.1	PRJNA626345	SAMN15567919	1280	1280	Staphylococcus aureus	strain=NAS_AN_076	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/475/GCA_022405475.1_ASM2240547v1	2872575	2872575	33.000000	2844	2669
GCA_022405575.1	PRJNA626345	SAMN15567913	1280	1280	Staphylococcus aureus	strain=NAS_AN_036	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/575/GCA_022405575.1_ASM2240557v1	2853433	2853433	33.000000	2852	2701
GCA_022405675.1	PRJNA626345	SAMN15567994	1280	1280	Staphylococcus aureus	strain=NAS_OP_143	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/675/GCA_022405675.1_ASM2240567v1	2789606	2789606	33.000000	2757	2600
GCA_022405775.1	PRJNA626345	SAMN15567983	1280	1280	Staphylococcus aureus	strain=NAS_OP_056	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/775/GCA_022405775.1_ASM2240577v1	2704175	2704175	33.000000	2637	2505
GCA_022405875.1	PRJNA626345	SAMN15567968	1280	1280	Staphylococcus aureus	strain=NAS_NP_181	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/875/GCA_022405875.1_ASM2240587v1	2810033	2810033	33.000000	2754	2587
GCA_022405975.1	PRJNA626345	SAMN15567942	1280	1280	Staphylococcus aureus	strain=NAS_AN_181	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/975/GCA_022405975.1_ASM2240597v1	2747013	2747013	33.000000	2703	2574
GCA_022406075.1	PRJNA626345	SAMN15567935	1280	1280	Staphylococcus aureus	strain=NAS_AN_143	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/075/GCA_022406075.1_ASM2240607v1	2735946	2735946	33.000000	2693	2555
GCA_022406125.1	PRJNA626345	SAMN15567932	1280	1280	Staphylococcus aureus	strain=NAS_AN_136	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/125/GCA_022406125.1_ASM2240612v1	2743409	2743409	33.000000	2717	2570
GCA_022493095.1	PRJNA626345	SAMN15567960	1280	1280	Staphylococcus aureus	strain=NAS_AN_285	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/493/095/GCA_022493095.1_ASM2249309v1	2825610	2825610	33.000000	2831	2682
GCA_022404655.1	PRJNA626345	SAMN15567978	1280	1280	Staphylococcus aureus	strain=NAS_OP_026	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/655/GCA_022404655.1_ASM2240465v1	2723848	2723848	33.000000	2680	2547
GCA_022404755.1	PRJNA626345	SAMN15567959	1280	1280	Staphylococcus aureus	strain=NAS_AN_275	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/404/755/GCA_022404755.1_ASM2240475v1	2791775	2791775	33.000000	2781	2632
GCA_022405055.1	PRJNA626345	SAMN15567957	1280	1280	Staphylococcus aureus	strain=NAS_AN_265	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/055/GCA_022405055.1_ASM2240505v1	2810143	2810143	33.000000	2806	2658
GCA_022405315.1	PRJNA626345	SAMN15567938	1280	1280	Staphylococcus aureus	strain=NAS_AN_152	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/315/GCA_022405315.1_ASM2240531v1	2769434	2769434	33.000000	2733	2600
GCA_022405415.1	PRJNA626345	SAMN15567927	1280	1280	Staphylococcus aureus	strain=NAS_AN_109	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/415/GCA_022405415.1_ASM2240541v1	2731765	2731765	33.000000	2667	2533
GCA_022405515.1	PRJNA626345	SAMN15567916	1280	1280	Staphylococcus aureus	strain=NAS_AN_050	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/515/GCA_022405515.1_ASM2240551v1	2745885	2745885	33.000000	2705	2543
GCA_022405615.1	PRJNA626345	SAMN15567908	1280	1280	Staphylococcus aureus	strain=NAS_AN_005	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/615/GCA_022405615.1_ASM2240561v1	2829245	2829245	33.000000	2773	2604
GCA_022405735.1	PRJNA626345	SAMN15567989	1280	1280	Staphylococcus aureus	strain=NAS_OP_107	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/735/GCA_022405735.1_ASM2240573v1	2744744	2744744	33.000000	2721	2570
GCA_022405815.1	PRJNA626345	SAMN15567974	1280	1280	Staphylococcus aureus	strain=NAS_NP_229	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/815/GCA_022405815.1_ASM2240581v1	2798569	2798569	33.000000	2766	2593
GCA_022405835.1	PRJNA626345	SAMN15567971	1280	1280	Staphylococcus aureus	strain=NAS_NP_209	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/835/GCA_022405835.1_ASM2240583v1	2839488	2839488	33.000000	2832	2657
GCA_022405935.1	PRJNA626345	SAMN15567946	1280	1280	Staphylococcus aureus	strain=NAS_AN_205	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/405/935/GCA_022405935.1_ASM2240593v1	2782685	2782685	33.000000	2754	2615
GCA_022406035.1	PRJNA626345	SAMN15567937	1280	1280	Staphylococcus aureus	strain=NAS_AN_150	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/406/035/GCA_022406035.1_ASM2240603v1	2904568	2904568	33.000000	2898	2722
GCA_022693205.1	PRJNA808078	SAMN26026640	1280	1280	Staphylococcus aureus	strain=VRMSSA-WC113	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/205/GCA_022693205.1_ASM2269320v1	2896630	2896630	33.000000	2888	2726
GCA_022693305.1	PRJNA808078	SAMN26026635	1280	1280	Staphylococcus aureus	strain=VMRSA-WC081	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/305/GCA_022693305.1_ASM2269330v1	2920075	2920075	33.000000	2911	2727
GCA_022693185.1	PRJNA808078	SAMN26026641	1280	1280	Staphylococcus aureus	strain=VMRSA-WC121	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/185/GCA_022693185.1_ASM2269318v1	2923332	2923332	33.000000	2918	2718
GCA_022693285.1	PRJNA808078	SAMN26026636	1280	1280	Staphylococcus aureus	strain=VMRSA-WC082	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/285/GCA_022693285.1_ASM2269328v1	2924145	2924145	33.000000	2914	2751
GCA_022699285.1	PRJNA817299	SAMN26754980	1280	1280	Staphylococcus aureus	strain=WA121-2021_15363	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/699/285/GCA_022699285.1_ASM2269928v1	2875541	2875541	33.000000	2897	2738
GCA_022699265.1	PRJNA817299	SAMN26754981	1280	1280	Staphylococcus aureus	strain=WA121-2021_16354	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/699/265/GCA_022699265.1_ASM2269926v1	2911855	2911855	33.000000	2936	2784
GCA_022691345.1	PRJNA808078	SAMN26026632	1280	1280	Staphylococcus aureus	strain=VMRSA-WC052	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/691/345/GCA_022691345.1_ASM2269134v1	2918291	2918291	33.000000	2907	2727
GCA_022693225.1	PRJNA808078	SAMN26026639	1280	1280	Staphylococcus aureus	strain=VRMSSA-WC111	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/225/GCA_022693225.1_ASM2269322v1	2897139	2897139	33.000000	2886	2703
GCA_022693245.1	PRJNA808078	SAMN26026638	1280	1280	Staphylococcus aureus	strain=VMRSA-WC102	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/245/GCA_022693245.1_ASM2269324v1	2922171	2922171	33.000000	2914	2735
GCA_022693325.1	PRJNA808078	SAMN26026634	1280	1280	Staphylococcus aureus	strain=VMRSA-WC071	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/325/GCA_022693325.1_ASM2269332v1	2922615	2922615	33.000000	2915	2740
GCA_022682325.1	PRJNA783074	SAMN26688415	1280	1280	Staphylococcus aureus	strain=697R	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/682/325/GCA_022682325.1_ASM2268232v1	2797399	2797399	33.000000	2749	2588
GCA_022699245.1	PRJNA817299	SAMN26754767	1280	1280	Staphylococcus aureus	strain=WA121-2010_15611	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/699/245/GCA_022699245.1_ASM2269924v1	2911979	2911979	33.000000	2937	2783
GCA_026167725.1	PRJNA877072	SAMN30679625	1280	1280	Staphylococcus aureus	strain=DSM 20231-Res2	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/167/725/GCA_026167725.1_ASM2616772v1	2755075	2755075	33.000000	2734	2597
GCA_022693165.1	PRJNA808078	SAMN26026642	1280	1280	Staphylococcus aureus	strain=VMRSA-WC123	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/165/GCA_022693165.1_ASM2269316v1	2922894	2922894	33.000000	2915	2755
GCA_022693265.1	PRJNA808078	SAMN26026637	1280	1280	Staphylococcus aureus	strain=VMRSA-WC083	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/693/265/GCA_022693265.1_ASM2269326v1	2923261	2923261	33.000000	2914	2719
GCA_022691365.1	PRJNA808078	SAMN26026631	1280	1280	Staphylococcus aureus	strain=MRSA-WC101	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/691/365/GCA_022691365.1_ASM2269136v1	2842774	2842774	33.000000	2815	2662
GCA_022691385.1	PRJNA808078	SAMN26026630	1280	1280	Staphylococcus aureus	strain=MRSA-WC090	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/691/385/GCA_022691385.1_ASM2269138v1	2844782	2844782	33.000000	2820	2672
GCA_022870625.1	PRJNA675653	SAMN16710839	1280	1280	Staphylococcus aureus	strain=TCH32767	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/870/625/GCA_022870625.1_ASM2287062v1	2832381	2832381	33.000000	2814	2663
GCA_022832835.1	PRJNA821321	SAMN27065448	1280	1280	Staphylococcus aureus	strain=NY2010	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/835/GCA_022832835.1_ASM2283283v1	2965586	2965586	33.000000	2984	2781
GCA_022809795.1	PRJNA816280	SAMN26665714	1280	1280	Staphylococcus aureus	strain=N10CSA27	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/809/795/GCA_022809795.1_ASM2280979v1	2956967	2956967	33.000000	2976	2803
GCA_022832755.1	PRJNA821326	SAMN27065489	1280	1280	Staphylococcus aureus	strain=NY2491	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/755/GCA_022832755.1_ASM2283275v1	3013747	3013747	33.000000	3049	2858
GCA_022869625.1	PRJNA605254	SAMN14078797	1280	1280	Staphylococcus aureus	strain=PartF-Saureus-RM8376	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/869/625/GCA_022869625.1_ASM2286962v1	2782561	2782561	33.000000	2758	2632
GCA_022832775.1	PRJNA821352	SAMN27067580	1280	1280	Staphylococcus aureus	strain=ATCC 29213	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/775/GCA_022832775.1_ASM2283277v1	2809270	2809270	33.000000	2802	2658
GCA_022870465.1	PRJNA744507	SAMN20104198	1280	1280	Staphylococcus aureus	strain=ATCC 29213	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/870/465/GCA_022870465.1_ASM2287046v1	2809056	2809056	33.000000	2802	2660
GCA_023170045.1	PRJDB9778	SAMD00225532	1280	1280	Staphylococcus aureus	strain=JICS127	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/170/045/GCA_023170045.1_ASM2317004v1	2937129	2937129	32.500000	2872	2793
GCA_023170025.1	PRJDB12844	SAMD00436748	1280	1280	Staphylococcus aureus	strain=JP025	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/170/025/GCA_023170025.1_ASM2317002v1	2818804	2818804	33.000000	2691	2610
GCA_026636235.1	PRJNA905238	SAMN31868372	1280	1280	Staphylococcus aureus	strain=Alexandria_2020-19	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/636/235/GCA_026636235.1_ASM2663623v1	2872119	2872119	33.000000	2868	2506
GCA_026636215.1	PRJNA903852	SAMN31815319	1280	1280	Staphylococcus aureus	strain=BIAI 158	latest	Complete Genome	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/636/215/GCA_026636215.1_ASM2663621v1	2775791	2775791	33.000000	2777	2609
